trans: {[空の|][両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque()	trans: 空の両端キューを新しく作って、Xに代入する	_;X	deque([])
trans: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable)	trans: リストiterableから両端キューを新しく作って、Xに代入する	_;X	deque([0, 1, 2, 4])
trans: {[最大長|上限[|長||制限された長さ]]をnに[|制限]して|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(maxlen=n)	trans: 最大長をnにして両端キューを新規生成して、Xに代入する	_;X	deque([], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]]nの[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	X = collections.deque(maxlen=n)	trans: 新しく最大長nの両端キューを作る	_;X	deque([], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]]をnに[|制限]して|[[リスト|タプル|配列]|列|イテラブル|]iterableから|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[|[新しく|新たに|]]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable, maxlen=n)	trans: 両端キューをリストiterableから最大長をnにして作って、Xに代入する	_;X	deque([4], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]]nの[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|[新しく|新たに|]]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable, maxlen=n)	trans: 最大長nの両端キューをリストiterableから作って、Xに代入する	_;X	deque([4], maxlen=1)
trans: {デックdeqの[先頭|最初|左[|側]]に|[文字列|オブジェクト|]elementを}[追加する|[付け|つけ]加える]	deq.appendleft(element)	trans: デックdeqの先頭に文字列elementを追加する	deq = collections.deque();_;deq	deque([2])
trans: {デックdeqに|[文字列|オブジェクト|]elementを}[エンキューする|enqueueする|データを入れる]	deq.appendleft(element)	trans: 文字列elementをデックdeqにエンキューする	deq = collections.deque();_;deq	deque([2])
trans: {デックdeqの[末尾|最後|右[|側]]に|[文字列|オブジェクト|]elementを}[追加する|[付け|つけ]加える]	deq.append(element)	trans: デックdeqの末尾に文字列elementを追加する	deq = collections.deque();_;deq	deque([2])
trans: {デックdeqに|[文字列|オブジェクト|]elementを}[プッシュする|詰む|スタックする]	deq.append(element)	trans: デックdeqに文字列elementをプッシュする	deq = collections.deque();_;deq	deque([2])
trans: {デックdeqの[先頭|最初|左[|側]]に|[[リスト|タプル|配列]|列|イテラブル|]iterableの[各|][要素|[値|データ]]を[|順に]}[追加する|[付け|つけ]加える]	deq.extendleft(iterable)	trans: デックdeqの先頭にリストiterableの各要素を追加する	deq = collections.deque();_;deq	deque([4, 2, 1, 0])
trans: {デックdeqの[末尾|最後|右[|側]]に|[[リスト|タプル|配列]|列|イテラブル|]iterableの[各|][要素|[値|データ]]を[|順に]}[追加する|[付け|つけ]加える]	deq.extend(iterable)	trans: デックdeqの末尾にリストiterableの各要素を追加する	deq = collections.deque();_;deq	deque([0, 1, 2, 4])
trans: {デックdeqのn番目に|[文字列|オブジェクト|]elementを}[挿入する|[途中|]追加する]	deq.insert(n, element)	trans: 文字列elementをデックdeqのn番目に挿入する	deq = collections.deque();_;deq	deque([2])
trans: {デックdeqの[先頭|最初|左[|側]]から|[要素|[値|データ]]を}[取り除く|取り出す|削除する]	deq.popleft()	trans: デックdeqの先頭から要素を取り除く	deq = collections.deque([1,2]);_;deq	deque([2])
trans: デックdeqを[デキューする|dequeue|要素を出す]	deq.popleft()	trans: デックdeqをデキューする	deq = collections.deque([1,2]);_;deq	deque([2])
trans: {デックdeqの[末尾|最後|右[|側]]から|[要素|[値|データ]]を}[取り除く|取り出す|削除する]	deq.pop()	trans: デックdeqの末尾から要素を取り除く	deq = collections.deque([1,2]);_;deq	deque([1])
trans: デックdeq[を|から]ポップする	deq.pop()	trans: デックdeqをポップする	deq = collections.deque([1,2]);_;deq	deque([1])
trans: {デックdeqから|最初の[文字列|オブジェクト|]elementを}[取り除く|取り出す|削除する]	deq.remove(element)	trans: デックdeqから最初の文字列elementを取り除く	deq = collections.deque([1,2]);_;deq	deque([1])
trans: デックdeqを[空にする|クリアする|全て取り除く]	deq.clear()	trans: デックdeqを空にする	deq = collections.deque([1,2]);_;deq	deque([])
trans: {デックdeqの[[要素|[値|データ]]|[順序|順[|番]]]を|[右に|]|[|[ひとつ|一つ]]}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate()	trans: デックdeqの要素を右にローテーションする	deq = collections.deque([1,2]);_;deq	deque([2, 1])
trans: {デックdeqの[[要素|[値|データ]]|[順序|順[|番]]]を|[右に|]|n個分}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate(n)	trans: n個分右にデックdeqの要素をローテートする	deq = collections.deque([1,2]);_;deq	deque([2, 1])
trans: {デックdeqの[[要素|[値|データ]]|[順序|順[|番]]]を|左に|n個分}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate(-n)	trans: n個分デックdeqの要素を左にローテートする	deq = collections.deque([1,2]);_;deq	deque([2, 1])
trans: デックdeqの[最大長|上限[|長||制限された長さ]][|を得る]	deq.maxlen	trans: デックdeqの最大長	deq = collections.deque([1,2],maxlen=2);_	2
trans: デックdeqの[大きさ|[要素|[値|データ]]数|サイズ|長さ][|を[求める|計算する|算出する]]	len(deq)	trans: デックdeqの大きさ	deq = collections.deque([1,2]);_	2
trans: デックdeq[が|は]空[|である][か[|どうか][調べる||[確認|判定|テスト]する]|]	len(deq) == 0	trans: デックdeqが空	deq = collections.deque([1,2]);_	False
trans: デックdeq[が|は]空でない[か[|どうか][調べる||[確認|判定|テスト]する]|]	len(deq) != 0	trans: デックdeqが空でないか調べる	deq = collections.deque([1,2]);_	True
trans: デックdeq[|の[中|内]]に[文字列|オブジェクト|]element[が|は][含まれてる|存在する|ある][か[|どうか][調べる||[確認|判定|テスト]する]|]	element in deq	trans: デックdeqに文字列elementが含まれてるか調べる	deq = collections.deque([1,2]);_	True
trans: デックdeqの[先頭|最初|左[|側]][|の[要素|[値|データ]]][|を得る]	deq[0]	trans: デックdeqの先頭	deq = collections.deque([1,2]);_	1
trans: デックdeqの[末尾|最後|右[|側]][|の[要素|[値|データ]]][|を得る]	deq[-1]	trans: デックdeqの末尾	deq = collections.deque([1,2]);_	2
trans: デックdeqのn番目[|の[要素|[値|データ]]][|を得る]	deq[n]	trans: デックdeqのn番目	deq = collections.deque([1,2]);_	2
trans: デックdeqのn〜n2の[部分|][要素|[値|データ]][|を得る]	collections.deque(itertools.islice(deq, n, n2))	trans: デックdeqのn〜n2の部分要素	deq = collections.deque([1,2,1,2,1,2]);_	deque([2, 1])
trans: デックdeqのn番目からn2[番目[|まで]]の[部分|][要素|[値|データ]][|を得る]	collections.deque(itertools.islice(deq, n, n2))	trans: デックdeqのn番目からn2番目の部分要素を得る	deq = collections.deque([1,2,1,2,1,2]);_	deque([2, 1])
trans: デックdeq中の[文字列|オブジェクト|]elementの[インデックス|位置][|を得る]	deq.index(element)	trans: デックdeq中の文字列elementのインデックス	deq = collections.deque([1,2]);_	1
trans: デックdeq中の[文字列|オブジェクト|]element[の[数|出現数]を[数える|数える]	deq.count(element)	trans: デックdeq中の文字列element[の数を数える	deq = collections.deque([1,2]);_	1
trans: {デックdeqの[要素|[値|データ]]を|[インプレースに|]}[反転する|逆順にする|逆に並べ直す]	deq.reverse()	trans: デックdeqの要素をインプレースに反転する	deq = collections.deque([1,2]);_;deq	deque([2, 1])
trans: 逆順のデックdeqを得る	reversed(deq)	trans: 逆順のデックdeqを得る	deq = collections.deque([1,2]);list(_)	[2, 1]
trans: デックdeqをリストに[変換|]する	list(deq)	trans: デックdeqをリストに変換する	deq = collections.deque([1,2]);_	[1, 2]
trans: デックdeqをタプルに[変換|]する	tuple(deq)	trans: デックdeqをタプルに変換する	deq = collections.deque([1,2]);_	(1, 2)
trans: {[|新しい][空の|][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|[新しく|新たに|]}[[[作る|作成する]|[|新規]生成する|[用意|準備]する]|用意する]	collections.Counter()	trans: 空の多重集合を新しく作る	_	Counter()
trans: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|新しい][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.Counter(iterable)	trans: リストiterableから多重集合を新規に作る	_	Counter({0: 1, 1: 1, 2: 1, 4: 1})
trans: {[辞書|カウンタ|マッピング]amapから|[|新しい][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.Counter(amap)	trans: 辞書amapから多重集合を新規に作る	amap={'A':2, 'B':1};_	Counter({'A': 2, 'B': 1})
trans: {[|新しい][空の|][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter()	trans: 空の多重集合を新しく作って、Xに代入する	_;X	Counter()
trans: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|新しい][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter(iterable)	trans: 新規に多重集合をリストiterableから作って、Xに代入する	_;X	Counter({0: 1, 1: 1, 2: 1, 4: 1})
trans: {[辞書|カウンタ|マッピング]amapから|[|新しい][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter(amap)	trans: 辞書amapから多重集合を新規に作って、Xに代入する	amap={'A':2, 'B':1};_;X	Counter({'A': 2, 'B': 1})
trans: カウンタcの[それぞれの|各|][項目|[要素|キー]|[文字列|値]]を[[、|]その|][カウント|出現][の回数|[回|]数|分の回数]だけ[列挙する|リストとして得る]	c.elements()	trans: カウンタcのそれぞれの項目を、そのカウントの回数だけ列挙する	c=collections.Counter(A=2,B=1);list(_)	['A', 'A', 'B']
trans: カウンタcを[カウント|出現][|[の回数|[回|]数|分の回数]][が|の]多い[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()	trans: カウンタcをカウントが多い順に列挙する	c=collections.Counter(A=2,B=1);_	[('A', 2), ('B', 1)]
trans: カウンタcを高頻出[|な][順に|順番に|方から][列挙する|リストとして得る]	c.most_common()	trans: カウンタcを高頻出な順に列挙する	c=collections.Counter(A=2,B=1);_	[('A', 2), ('B', 1)]
trans: カウンタcを[カウント|出現][|[の回数|[回|]数|分の回数]][が|の]少ない[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[::-1]	trans: カウンタcをカウントが少ない順に列挙する	c=collections.Counter(A=2,B=1);_	[('B', 1), ('A', 2)]
trans: カウンタcを低頻出[|な][順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[::-1]	trans: カウンタcを低頻出順にリストとして得る	c=collections.Counter(A=2,B=1);_	[('B', 1), ('A', 2)]
trans: カウンタcを[上位n個|上位n位まで][カウント|出現][|[の回数|[回|]数|分の回数]][が|の]多い[順に|順番に|方から][列挙する|リストとして得る]	c.most_common(n)	trans: カウンタcを上位n個カウントが多い順に列挙する	c=collections.Counter(A=2,B=1);_	[('A', 2)]
trans: カウンタcから高頻出[|な][項目|[要素|キー]|[文字列|値]]をn個[、|]リストとして得る	c.most_common(n)	trans: カウンタcから高頻出項目をn個、リストとして得る	c=collections.Counter(A=2,B=1);_	[('A', 2)]
trans: カウンタcを[下位n個|下位n位まで][カウント|出現][|[の回数|[回|]数|分の回数]][が|の]少ない[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[:-n-1:-1]	trans: カウンタcを下位n個カウントが少ない順にリストとして得る	c=collections.Counter(A=2,B=1);_	[('B', 1)]
trans: カウンタcから低頻出[|な][項目|[要素|キー]|[文字列|値]]をn個[、|]リストとして得る	c.most_common()[:-n-1:-1]	trans: カウンタcから低頻出項目をn個、リストとして得る	c=collections.Counter(A=2,B=1);_	[('B', 1)]
trans: カウンタcから[最頻出|最も頻出|最もカウント数の多い]の[項目|[要素|キー]|[文字列|値]]を[得る|[求める|計算する|算出する]]	c.most_common(0)[0]	trans: カウンタcから最頻出の項目を得る	c=collections.Counter(A=2,B=1);_	(IndexError('list index out of range'), 'c=collections.Counter(A=2,B=1);_')
trans: カウンタcから[最頻出|最も頻出|最もカウント数の多い]の[項目|[要素|キー]|[文字列|値]][の回数|[回|]数|分の回数]を[得る|[求める|計算する|算出する]]	c.most_common(0)[1]	trans: カウンタcから最頻出の項目の回数を得る	c=collections.Counter(A=2,B=1);_	(IndexError('list index out of range'), 'c=collections.Counter(A=2,B=1);_')
trans: {カウンタcに|[[リスト|タプル|配列]|列|イテラブル|]iterable[|の[カウント|出現][|[の回数|[回|]数|分の回数]]]を}[追加する|増やす]	c.update(iterable)	trans: カウンタcにリストiterableを追加する	c=collections.Counter(iterable);_	None
trans: {カウンタcに|[辞書|カウンタ|マッピング]amapを}[追加する|増やす]	c.update(amap)	trans: カウンタcに辞書amapを追加する	c=collections.Counter(A=2,B=1);amap={'A':2, 'B':1};_	None
trans: {カウンタcから|[[リスト|タプル|配列]|列|イテラブル|]iterable[|の[カウント|出現][|[の回数|[回|]数|分の回数]]]を}[引く|減らす]	c.subtract(iterable)	trans: カウンタcからリストiterableを引く	c=collections.Counter(iterable);_	None
trans: カウンタcから[辞書|カウンタ|マッピング]amapを[引く|減らす]	c.subtract(amap)	trans: カウンタcから辞書amapを引く	c=collections.Counter(A=2,B=1);amap={'A':2, 'B':1};_	None
trans: カウンタc内の[文字列|オブジェクト|]element[項目|[要素|キー]|[文字列|値]]を[|[ひとつ|一つ]]増やす	c[element] += 1	trans: カウンタc内の文字列element項目を増やす	c=collections.Counter(iterable);_;c[element]	2
trans: カウンタc内の[文字列|オブジェクト|]element[項目|[要素|キー]|[文字列|値]]の[カウント|出現][|[の回数|[回|]数|分の回数]][|を得る]	c[element]	trans: カウンタc内の文字列element項目のカウント	c=collections.Counter(iterable);_	1
trans: カウンタcの[トータル|全][カウント|出現][|[の回数|[回|]数|分の回数]][|を得る]	c.total()	trans: カウンタcのトータルカウント	c=collections.Counter(A=2,B=1);_	"(AttributeError(""'Counter' object has no attribute 'total'""), 'c=collections.Counter(A=2,B=1);_')"
trans: カウンタcの全数[|を得る]	c.total()	trans: カウンタcの全数	c=collections.Counter(A=2,B=1);_	"(AttributeError(""'Counter' object has no attribute 'total'""), 'c=collections.Counter(A=2,B=1);_')"
trans: カウンタcの[項目|[要素|キー]|[文字列|値]]一覧[|を得る]	c.keys()	trans: カウンタcの要素一覧	c=collections.Counter(A=2,B=1);_	dict_keys(['A', 'B'])
trans: カウンタcの[項目|[要素|キー]|[文字列|値]]数[|を得る]	len(c)	trans: カウンタcの項目数	c=collections.Counter(A=2,B=1);_	2
trans: カウンタcを[リセット|クリア|ゼロに]する	c.clear()	trans: カウンタcをリセットする	c=collections.Counter(A=2,B=1);_;c	Counter()
trans: カウンタcのユニークな[項目|[要素|キー]|[文字列|値]]を[列挙する|リストとして得る]	list(c)	trans: カウンタcのユニークな項目を列挙する	c=collections.Counter(A=2,B=1);_	['A', 'B']
trans: カウンタcをリストに[変換|]する	list(c)	trans: カウンタcをリストに変換する	c=collections.Counter(A=2,B=1);_	['A', 'B']
trans: カウンタcを[集合|セット]に[変換|]する	set(c)	trans: カウンタcを集合に変換する	c=collections.Counter(A=2,B=1);_	{'B', 'A'}
trans: カウンタcを辞書に[変換|]する	dict(c)	trans: カウンタcを辞書に変換する	c=collections.Counter(A=2,B=1);_	{'A': 2, 'B': 1}
trans: カウンタcをペアリストに[変換|]する	c.items()	trans: カウンタcをペアリストに変換する	c=collections.Counter(A=2,B=1);_	dict_items([('A', 2), ('B', 1)])
trans: ペアリストpairsからカウンタを[[[作る|作成する]|[|新規]生成する|[用意|準備]する]|構築する]	collections.Counter(dict(pairs))	trans: ペアリストpairsからカウンタを作る	pairs=[('A',1)];_	Counter({'A': 1})
trans: カウンタcから0[以下の|][カウント|出現]を[取り除く|取り出す|削除する]	+c	trans: カウンタcから0以下のカウントを取り除く	c=collections.Counter(A=2,B=1);_	Counter({'A': 2, 'B': 1})
trans: カウンタcの正の[数|[カウント|出現]][のみ|だけ]残す	+c	trans: カウンタcの正の数のみ残す	c=collections.Counter(A=2,B=1);_	Counter({'A': 2, 'B': 1})
trans: カウンタcとカウンタc2の[インターセクション|積集合|共通部分|[交わり|交差]|インターセクション][|を[求める|計算する|算出する]|を得る]	c & c2	trans: カウンタcとカウンタc2のインターセクション	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
trans: カウンタcとカウンタc2に共通する[要素|[値|データ]]からなる[多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ][|を[求める|計算する|算出する]|を得る]	c & c2	trans: カウンタcとカウンタc2に共通する要素からなる多重集合	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
trans: カウンタc∩カウンタc2 	c & c2	trans: カウンタc∩カウンタc2 	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
trans: カウンタcとカウンタc2の[ユニオン|和集合][|を[求める|計算する|算出する]|を得る]	c | c2	trans: カウンタcとカウンタc2のユニオン	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
trans: カウンタc∪カウンタc2 	c | c2	trans: カウンタc∪カウンタc2 	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
trans: 文字列sの名前を持ち[、|]リストalist3のプロパティ[を持った|のある][名前付きタプル|[構造体|簡易クラス]]を[定義する|[[作る|作成する]|[|新規]生成する|[用意|準備]する]]	collections.namedtuple(s, alist3)	trans: 文字列sの名前を持ち、リストalist3のプロパティを持った名前付きタプルを定義する	_	"(ValueError(""Type names and field names must be valid identifiers: ' ABC abc 123あ'""), '_')"
trans: 文字列sの名前を持ち[、|]文字列s2のプロパティ[を持った|のある][名前付きタプル|[構造体|簡易クラス]]を[定義する|[[作る|作成する]|[|新規]生成する|[用意|準備]する]]	collections.namedtuple(s, s2)	trans: 文字列sの名前を持ち、文字列s2のプロパティを持った名前付きタプルを定義する	_	"(ValueError(""Type names and field names must be valid identifiers: ' ABC abc 123あ'""), '_')"
trans: クラスC[が|は][名前付きタプル|[構造体|簡易クラス]][か[|どうか][調べる||[確認|判定|テスト]する]|]	issubclass(C, tuple)	trans: クラスCが名前付きタプルか調べる	C=collections.namedtuple('C', 'x y z w');_	True
