					
tables chairs apples oranges	6	学生	F	20	0 t 82 a 306 b 311 l 314 e 237 s 137 SPACE 708 c 338 h 100 a 148 i 337 r 734 s 127 SPACE 566 a 208 p 86 p 483 l 273 e 465 s 129 SPACE 750 o 478 r 101 a 201 n 202 g 264 e 472 s 213 Enter
tables chairs apples oranges	6	学生	F	20	0 t 83 a 514 b 418 l 222 w 549 Backspace 759 e 254 s 152 SPACE 808 c 574 h 134 a 293 i 2390 r 192 s 193 SPACE 480 a 206 p 760 p 199 l 95 e 393 s 139 SPACE 618 o 517 r 89 a 370 n 166 g 289 e 647 s 362 Enter
tables chairs apples oranges	6	学生	F	20	0 t 116 a 326 b 362 l 257 e 454 s 129 SPACE 1034 s 328 Backspace 458 c 392 h 89 a 142 i 295 r 526 s 149 SPACE 1266 a 486 p 86 p 403 l 439 s 156 SPACE 1337 Backspace 144 Backspace 1154 e 196 s 163 SPACE 1473 o 735 r 54 a 401 m 258 g 220 e 345 s 815 Backspace 104 Backspace 719 Backspace 131 Backspace 953 n 423 g 190 e 206 s 225 Enter
tables chairs apples oranges	6	学生	F	20	0 t 93 a 300 b 295 l 127 e 272 s 180 SPACE 1193 c 244 h 123 a 136 i 341 r 483 s 133 SPACE 782 a 154 p 78 p 151 l 175 e 254 s 162 SPACE 1488 u 460 Backspace 218 o 419 r 77 a 162 n 180 g 199 e 488 s 754 Enter
tables chairs apples oranges	7	事務	F	50	0 t 350 a 640 b 873 l 882 e 3088 s 1046 SPACE 1229 c 368 h 566 a 1497 i 1914 r 940 s 2008 SPACE 974 a 998 p 407 p 1239 l 2352 e 421 s 1592 SPACE 1406 o 489 r 124 e 3072 Backspace 1170 a 2078 n 742 g 1101 e 1766 s 2590 Enter
tables chairs apples oranges	7	事務	F	50	0 t 207 a 678 b 710 l 416 e 418 s 864 SPACE 970 c 316 h 459 a 1282 i 685 r 1180 s 441 SPACE 753 a 987 p 166 p 605 l 332 e 520 s 735 SPACE 692 o 706 r 1464 a 1431 n 769 g 1153 e 367 s 1166 Enter
tables chairs apples oranges	7	事務	F	50	0 t 217 a 650 b 386 l 728 e 326 s 1013 SPACE 373 c 436 h 250 a 2541 i 365 r 2993 s 373 SPACE 1628 a 474 p 153 p 890 l 833 e 652 s 679 SPACE 648 o 455 r 2567 a 1128 n 632 g 401 e 1943 s 1246 Enter
tables chairs apples oranges	7	事務	F	50	0 t 287 a 497 b 471 l 618 e 288 s 542 SPACE 764 v 272 h 235 a 1935 Backspace 341 Backspace 335 Backspace 1370 c 606 h 1154 a 825 i 577 r 1512 s 965 SPACE 443 s 881 Backspace 369 a 812 p 273 p 944 l 517 e 299 s 413 SPACE 683 o 625 r 1582 a 1046 n 687 g 861 e 1139 s 755 Enter
tables chairs apples oranges	7	事務	F	50	0 t 237 a 409 b 508 l 597 e 288 s 1127 SPACE 1472 c 301 h 417 a 2013 i 740 r 1061 s 335 SPACE 555 a 538 p 129 p 748 l 668 e 462 s 393 SPACE 575 o 686 r 110 e 1414 Backspace 1456 a 1527 n 610 g 1153 e 444 s 2714 Enter
tables chairs apples oranges 	8	学生A	F	20	0 t 231 a 2742 b 2865 l 2714 e 2385 s 2237 SPACE 1926 c 1263 h 1310 a 1647 i 1161 r 959 s 739 SPACE 998 a 2130 p 594 p 1986 l 2123 e 978 s 1177 SPACE 2554 o 1101 r 455 a 566 n 1366 g 1111 e 2582 e 1728 Backspace 279 s 1213 SPACE 1639 Enter
tables chairs apples oranges	8	学生A	F	20	0 t 466 a 3831 b 4783 l 865 e 470 s 889 SPACE 4529 c 1548 h 403 a 929 i 916 r 1573 s 1747 SPACE 1063 a 2109 p 220 p 2332 l 861 e 328 s 1285 SPACE 1799 o 986 r 996 a 798 n 1644 g 1282 e 1174 s 1219 Enter
tables chairs apples oranges	8	学生A	F	20	0 t 447 a 1086 b 1633 l 1482 e 3529 s 794 SPACE 1246 c 2004 h 591 a 565 i 558 r 616 s 1056 SPACE 1123 a 529 p 210 p 3141 l 1144 e 1089 s 766 SPACE 1392 o 745 r 351 a 545 n 795 g 500 e 361 s 1380 Enter
tables chairs apples oranges 	8	学生A	F	20	0 t 358 a 1308 b 1269 l 1062 e 962 s 797 SPACE 1162 c 1599 h 811 a 333 i 437 r 1222 s 877 SPACE 565 a 1089 p 286 p 3818 l 2499 e 462 s 947 SPACE 1698 o 591 r 461 a 568 n 760 g 426 e 428 s 661 SPACE 1182 Enter
tables chairs apples oranges	8	学生A	F	20	0 t 409 a 639 b 1524 l 926 e 2524 s 933 SPACE 1342 c 1966 h 1536 a 1418 i 871 r 820 s 1162 SPACE 1190 a 2938 p 290 p 1483 l 930 e 470 s 1173 SPACE 1511 o 1010 r 424 a 697 n 647 g 2079 e 630 s 1596 Enter
tables chairs apples oranges	9	無職A	M	70	0 t 213 a 3667 b 3104 l 3170 e 2088 s 4769 SPACE 4021 c 314 h 3231 a 1731 i 2823 r 1088 s 1390 SPACE 1990 a 1574 p 157 p 4332 l 2881 e 905 s 970 SPACE 3078 o 1815 r 1844 a 1740 n 4782 g 1638 e 1519 s 2182 Enter
tables chirs apples oranges	9	無職A	M	70	0 t 503 a 4657 b 2765 l 1022 e 1151 s 859 SPACE 2661 c 1616 h 1225 i 2475 r 823 s 879 SPACE 2192 a 1507 p 189 p 6739 l 1555 e 892 s 11779 SPACE 4709 o 2012 r 2668 a 5053 s 1772 n 4199 g 2904 e 1009 s 1621 Backspace 221 Backspace 3302 Backspace 3806 Backspace 312 Backspace 4937 n 3450 n 1459 g 1764 e 998 s 1662 Backspace 494 Backspace 323 Backspace 870 Backspace 2774 g 3932 e 599 s 4293 Enter
tables chairs apples oranges	9	無職A	M	70	0 t 229 a 1935 b 3436 l 2325 e 496 s 1391 SPACE 7947 c 1629 h 5278 a 966 i 2889 r 1054 s 2180 SPACE 1409 a 1211 p 149 p 3605 l 2760 e 535 s 1557 SPACE 3004 o 1989 r 1773 a 3381 Backspace 363 Backspace 2107 r 2585 a 2064 n 3691 g 1186 e 1103 s 1164 Enter
tables chairs apples oranges	9	無職A	M	70	0 t 464 a 2190 b 2405 l 2206 e 598 s 1529 SPACE 5131 c 347 h 2538 a 4453 i 2545 r 713 s 1100 SPACE 2793 a 946 p 183 p 3472 l 1825 e 593 s 1527 SPACE 1983 o 2129 r 1794 a 2256 n 3271 g 1358 e 623 s 3566 Enter
tables chairs apples oranges	9	無職A	M	70	0 t 484 a 2040 b 2949 i 1722 Backspace 794 l 2220 e 676 s 1517 SPACE 3163 c 949 h 2005 a 2657 i 2684 r 1509 s 1253 SPACE 2073 a 1934 p 164 p 3324 l 4280 Backspace 2563 i 2302 Backspace 1457 l 3112 e 664 s 1602 SPACE 1400 o 2428 r 1570 a 2138 n 2245 g 1870 e 544 s
tabeles chairs apples oranges	10	会社員A	M	50	0 t 122 a 1046 b 173 e 962 l 2262 e 745 s 1085 SPACE 1882 c 980 h 149 a 2258 i 503 r 2531 s 2947 SPACE 1339 a 344 p 123 p 493 l 1453 e 954 s 2236 SPACE 594 o 898 r 98 a 572 n 879 g 105 e 1530 s 589 Enter
tabeles chairs apples oranges	10	会社員A	M	50	0 t 433 a 1333 b 1681 l 1412 e 300 s 869 SPACE 2198 c 1314 h 165 a 1801 i 1858 r 542 s 1084 SPACE 1590 a 307 p 141 p 1242 l 368 e 824 s 769 SPACE 541 o 757 r 77 a 599 n 982 g 118 e 1037 s 483 Enter
tabeles chairs apples oranges	10	会社員A	M	50	0 t 122 a 770 b 1646 l 109 e 234 s 586 SPACE 2052 c 575 h 162 a 2066 i 594 r 1123 s 576 SPACE 987 a 300 p 140 p 1147 l 496 e 2521 s 1091 SPACE 760 o 742 r 79 a 491 m 1033 Backspace 402 n 724 g 143 e 1241 s 315 Enter
tabeles chairs apples oranges	10	会社員A	M	50	0 t 116 a 1518 b 1013 l 90 e 244 s 881 SPACE 1388 c 247 h 158 a 1428 i 922 r 123 s 691 SPACE 629 a 295 p 127 p 672 l 122 e 361 s 838 SPACE 627 o 619 r 58 a 505 n 484 g 70 e 930 s 987 Enter
tabeles chairs apples oranges	10	会社員A	M	50	0 t 77 a 1646 b 1221 l 115 e 310 s 1023 SPACE 1482 c 463 h 643 a 2845 i 1359 r 153 s 1067 SPACE 688 a 1620 p 143 p 1585 l 126 e 725 s 679 SPACE 608 o 574 r 32 a 607 n 2757 g 145 e 824 s 1569 Enter
tables chairs apples oranges	11	接客業A	M	40	0 t 111 a 856 b 2215 i 4372 Backspace 1876 l 658 e 2255 s 1078 SPACE 3356 c 932 h 2539 a 1194 i 2429 r 698 s 618 SPACE 1441 a 1141 p 288 p 2096 l 649 e 778 s 802 SPACE 1245 o 2691 r 1060 a 1311 n 989 g 1435 e 645 s 961 Enter
tables chairs apples oranges	11	接客業A	M	40	0 t 173 a 1633 b 2174 l 177 e 580 s 550 SPACE 1914 c 1511 h 1124 a 919 i 2581 r 863 s 555 SPACE 844 a 713 p 249 p 1254 l 2569 e 219 s 736 SPACE 889 o 1536 r 355 a 1453 n 1560 g 379 e 547 s 1625 Enter
tables chairs apples oranges	11	接客業A	M	40	0 t 103 a 2259 b 2368 l 1986 e 537 s 541 SPACE 1397 c 1110 h 1711 a 1722 i 525 r 2221 s 1112 SPACE 788 a 1213 p 222 p 1113 l 1268 e 1097 s 420 SPACE 952 o 682 r 1371 a 2891 n 1619 g 152 e 486 s 1757 Enter
tables chairs apples orenges	11	接客業A	M	40	0 t 125 a 4306 b 962 i 276 e 523 s 970 SPACE 3410 Backspace 200 Backspace 197 Backspace 421 Backspace 227 Backspace 182 Backspace 193 Backspace 1224 t 159 a 957 b 1849 l 437 e 750 s 403 SPACE 1541 c 1596 h 1271 a 2459 i 371 r 589 s 586 SPACE 863 a 789 p 451 p 1058 l 409 e 257 s 351 SPACE 1098 o 408 r 213 e 809 n 652 g 193 e 479 s 1379 Enter
tables chairs apples orenges	11	接客業A	M	40	0 t 193 a 2210 b 1181 l 330 e 261 s 1354 SPACE 1756 c 1193 h 1108 a 724 r 1344 i 687 s 416 SPACE 2149 Backspace 14619 Backspace 279 Backspace 567 Backspace 2405 i 837 r 469 s 792 SPACE 1506 a 820 p 165 p 1879 l 121 e 309 s 624 SPACE 1275 o 604 r 498 a 584 n 722 g 212 e 311 s 1896 Enter
tables chairs apples oranges	12	接客業B	F	40	0 t 134 s 483 b 627 l 636 e 2233 Backspace 173 Backspace 135 Backspace 133 Backspace 949 a 715 b 1017 l 253 e 1424 s 656 SPACE 1541 c 234 h 1277 i 650 r 1565 s 888 SPACE 1948 a 818 p 155 p 1581 l 329 e 1436 s 540 SPACE 1661 o 639 r 240 a 1674 n 217 g 1866 e 213 s 19976 Backspace 699 Backspace 500 Backspace 83 Backspace 84 Backspace 85 Backspace 84 Backspace 82 Backspace 85 Backspace 84 Backspace 84 Backspace 223 Backspace 196 Backspace 169 Backspace 158 Backspace 173 Backspace 317 Backspace 369 Backspace 1921 a 946 i 362 r 713 t 1961 Backspace 1115 s 715 SPACE 2049 a 644 p 159 p 1437 l 391 e 268 s 693 SPACE 1735 o 592 r 2270 a 399 n 294 g 1726 g 446 e 146 s 2249 Backspace 236 Backspace 409 Backspace 812 e 230 s 3514 Enter
tables chairs apples oranges	12	接客業B	F	40	0 t 167 a 644 b 374 l 318 e 1678 s 424 SPACE 1510 c 355 h 375 a 387 i 1892 r 543 s 719 SPACE 1439 a 520 p 215 p 682 l 883 Backspace 888 b 588 l 602 e 1368 s 318 SPACE 1448 o 721 r 1850 a 597 n 228 g 1532 e 330 s 4387 Backspace 180 Backspace 156 Backspace 147 Backspace 163 Backspace 146 Backspace 135 Backspace 136 Backspace 199 Backspace 350 Backspace 1042 Backspace 997 e 222 s 3694 Backspace 396 Backspace 449 Backspace 942 l 577 e 138 s 343 SPACE 1154 o 416 r 309 a 5404 n 202 g 1985 e 221 s 1415 Enter
table chairs apples oranges	12	接客業B	F	40	0 t 212 a 666 b 510 l 269 e 195 SPACE 1309 c 572 h 570 a 736 i 354 r 3200 s 1441 SPACE 414 a 806 p 1564 p 393 l 301 e 249 s 240 SPACE 1705 o 1176 r 211 a 1568 n 207 g 1443 e 130 s 916 Enter
table chairs apples oranges 	12	接客業B	F	40	0 t 262 a 402 b 829 l 252 e 375 SPACE 1038 c 304 h 709 a 436 u 1312 Backspace 1577 i 501 r 1576 s 1177 SPACE 1571 a 400 p 1192 p 454 l 297 e 287 s 374 SPACE 1171 o 814 r 163 a 1927 n 238 g 1038 e 173 s 277 SPACE 1395 Enter
tables chairs apples oranges	12	接客業B	F	40	0 t 218 a 749 b 727 k 5 l 348 e 1298 Backspace 179 Backspace 393 Backspace 730 l 292 e 468 s 258 SPACE 2486 Backspace 315 Backspace 4923 SPACE 324 c 395 h 992 Backspace 136 Backspace 419 Backspace 812 Backspace 4693 e 1685 s 344 SPACE 1156 c 381 h 290 a 222 i 464 r 186 t 1294 Backspace 653 Backspace 3681 r 226 s 322 SPACE 2062 a 1227 p 174 p 891 l 216 e 255 s 2124 SPACE 1823 o 372 r 303 a 1398 n 226 g 577 e 156 s 1299 Enter
tables chairs apples oranges	13	接客業C	F	20	0 t 210 a 486 b 445 l 296 e 1331 s 1743 SPACE 430 c 398 h 281 a 494 i 1640 e 1214 Backspace 496 r 312 t 1425 Backspace 477 s 234 SPACE 1908 a 772 p 161 p 607 l 225 e 211 s 958 SPACE 1439 o 571 r 273 a 373 n 213 g 1028 e 256 s 20257 Enter
tables chairs apples oranges	13	接客業C	F	20	0 t 2813 a 10465 b 2983 i 3121 Backspace 1338 l 3306 e 2236 s 2287 SPACE 12989 c 2317 h 1788 a 3407 i 4008 r 1452 s 2272 SPACE 2321 a 6273 p 245 p 2333 l 2022 e 1919 s 1418 SPACE 3826 o 2383 r 2284 a 3499 n 4816 g 2965 e 1496 s 1975 Enter
tables chairs apples oranges	13	接客業C	F	20	0 t 1893 a 5350 b 5087 l 540 e 1928 s 1916 SPACE 3204 c 504 h 1312 a 2756 i 3096 r 1713 s 1370 SPACE 2389 a 3691 p 354 p 3424 l 1642 w 1932 Backspace 1829 e 1630 s 873 SPACE 2041 o 2733 r 1209 a 2811 n 3201 g 2183 e 1084 s 2615 Enter
tables chairs apples oranges	13	接客業C	F	20	0 t 721 a 2095 b 3003 l 1565 e 1254 s 3177 SPACE 5894 c 1749 h 1312 a 4112 i 2541 r 1537 s 2570 SPACE 1569 a 3030 p 204 p 3656 l 2487 e 1152 s 925 SPACE 1778 o 1488 r 1257 a 1683 m 1130 Backspace 811 n 5989 j 1748 Backspace 3514 g 1746 e 1767 s 2009 Enter
tables chairs apples oranges	13	接客業C	F	20	0 t 1258 a 5132 b 2761 i 1836 Backspace 2162 l 2283 e 1476 s 2154 SPACE 4029 c 1819 h 4535 a 4080 i 2486 r 1599 s 1166 SPACE 2168 a 2467 p 359 p 4154 l 1519 e 700 s 1215 SPACE 1412 o 2244 r 1051 a 1881 n 2146 j 1347 Backspace 7065 g 2466 e 1156 s 3737 Enter
tables chairs appies oranges	14	接客業D	M	40	0 t 299 a 1274 b 2129 l 298 e 259 s 945 SPACE 2617 c 1267 h 385 a 265 i 1659 r 275 s 607 SPACE 689 a 354 p 234 p 1236 i 833 e 1562 s 829 SPACE 889 o 426 r 246 a 484 n 1130 g 302 e 326 s 1306 Enter
tables chairs apples oranges	14	接客業D	M	40	0 t 608 a 1633 b 1545 l 282 e 437 s 214 SPACE 1267 c 509 h 880 a 621 i 1625 r 560 s 302 SPACE 1041 a 316 p 247 p 768 l 759 e 677 s 358 SPACE 719 o 359 r 958 a 464 n 540 g 183 e 736 s 610 Enter
tables chairs apples oranges	14	接客業D	M	40	0 t 204 a 2062 b 1068 l 208 e 757 s 303 SPACE 1141 c 477 h 1354 a 465 i 371 r 260 s 733 SPACE 695 a 469 p 351 p 1014 l 304 e 196 s 434 SPACE 586 o 394 r 149 a 417 n 327 g 437 e 214 s 934 Enter
tables chairs apples oranges	14	接客業D	M	40	0 t 561 a 1044 b 415 l 308 e 1053 s 267 SPACE 1547 c 258 h 971 a 343 i 590 r 250 s 385 SPACE 1191 a 303 p 416 p 708 l 332 e 1027 s 290 SPACE 1360 o 1014 r 228 a 1123 n 314 g 227 e 187 s 1853 Enter
tables chairs apples oranges	14	接客業D	M	40	0 t 413 a 221 b 1797 l 186 e 243 s 269 SPACE 1421 c 806 h 767 a 746 i 1484 r 219 s 744 SPACE 637 a 316 p 310 p 771 l 240 e 227 s 301 SPACE 1091 o 935 r 157 a 546 n 301 g 270 e 196 s 1231 Enter
tables chairs apples oranges	15	飲食店	F	20	0 t 253 a 629 b 507 l 211 e 216 s 392 SPACE 1148 c 198 h 228 a 320 i 187 r 613 s 281 SPACE 661 a 274 p 206 p 266 l 180 e 203 s 166 SPACE 1144 o 155 r 262 a 153 n 205 g 297 e 588 s 728 Enter
tables chairs apples oranges	15	飲食店	F	20	0 t 146 a 767 b 225 l 218 e 221 s 172 SPACE 413 c 202 h 189 a 253 i 202 r 301 s 194 SPACE 582 a 320 p 193 p 256 l 206 e 214 s 217 SPACE 835 o 249 r 318 a 186 n 172 g 217 e 219 s 705 Enter
